digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
4,C,20,202,2029,-,Manufacture of other chemical products n.e.c.,"(a) manufacture of chemically defined products in bulk, see 2011; (b) manufacture of distilled water, see 20119; (c) manufacture of synthetic aromatic products, see 20113; (d) manufacture of printing ink, see 20222; (e) manufacture of perfumes and toilet preparations, see 20232; (f) manufacture of asphalt-based adhesives, see 2399",,Pembuatan produk kimia lain t.t.t.l.,"(a) pembuatan produk kimia secara pukal, lihat 2011; (b) pembuatan air suling, lihat 20119; (c) pembuatan produk aromatik sintetik, lihat 20113; (d) pembuatan dakwat percetakan, lihat 20222; (e) pembuatan pewangi dan penyediaan dandanan diri, lihat 20232; (f) pembuatan perekat berasaskan asphalt, lihat 2399",
4,C,20,203,2030,-,Manufacture of man-made fibres,"(a) spinning of synthetic or artificial fibres, see 1311; (b) manufacture of yarns made of man-made staple, see 1311","(a) manufacture of synthetic or artificial filament tow; (b) manufacture of synthetic or articles staple fibres,not carded,combed or otherwise processed for spinning; (c) manufacture of synthetic or artificial filament yarn,including high tenacity yarn; (d) manufacture of synthertic or artificial monofilament or strip",Pembuatan serat buatan manusia,"(a) pemintalan serat sintetik atau tiruan, lihat 1311; (b) pembuatan benang dari serat buatan manusia, lihat 1311","(a) pembuatan tow filamen sintetik atau tiruan; (b) pembuatan serat gentian sintetik atau tiruan, yang tidak melalui proses penyisiran, penyikatan atau lain-lain proses untuk pemintalan; (c) pembuatan benang filamen sintetik atau tiruan, termasuk benang yang teguh (d) pembuatan monofilamen dan jalur sintetik atau tiruan"
4,C,21,210,2100,-,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","(a) manufacture of herb infusions (e.g. mint, vervain, chamomile, etc.), see 10794; (b) manufacture of dental fillings, manufacture of dental cement, see 3250; (c) manufacture of bone reconstruction cements, see 3250; (d) wholesale of pharmaceuticals, see 46421; (e) retail sale of pharmaceuticals, see 47721; (f) research and development for pharmaceuticals and biotech pharmaceuticals, see 72103; (g) packaging of pharmaceuticals, see 8292",,"Pembuatan produk farmaseutikal, kimia perubatan dan botani","(a) pembuatan infusi herba (cth. pudina, vervena, chamomile, dll.), lihat 10794; (b) pembuatan tampalan pergigian, pembuatan simen pergigian, lihat 3250; (c) pembuatan simen pembentukan semula tulang, lihat 3250; (d) jual borong farmaseutikal, lihat 46421; (e) jual runcit farmaseutikal, lihat 47721; (f) penyelidikan dan pembangunan farmaseutikal dan farmaseutikal bioteknologi, lihat 72103; (g) pembungkusan farmaseutikal, lihat 8292",
4,C,22,221,2211,-,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,"(a) manufacture of tube repair materials, see 22199; (b) tyre and tube repair, fitting or replacement, see 45201",,Pembuatan tayar dan tiub getah; tayar celup dan membaikpulih tayar getah,"(a) pembuatan bahan yang digunakan untuk membaiki tiub, lihat 22199; (b) pembaikan tayar dan tiub, pemasangan atau penggantian, lihat 45201",
4,C,22,221,2219,-,Manufacture of other rubber products,"(a) manufacture tyre cord fabrics, see 1399; (b) manufacture of apparel of elastic fabrics, see 14101; (c) manufacture of rubber footwear, see 15203; (d) manufacture of glues and adhesives based on rubber, see 20299; (e) manufacture of “camelback” strips, see 22112; (f) manufacture of inflatable rafts and boats, see 3011, 3012; (g) manufacture of mattresses of uncovered cellular rubber, see 31003; (h) manufacture of rubber sports requisites, except apparel, see 3230; (i) manufacture of rubber games and toys (e.g. children’s wading pools, inflatable children rubber boats, inflatable rubber animals, balls and the like), see 3240; (j) reclaiming of rubber, see 38303",,Pembuatan produk getah lain,"(a) pembuatan tyre cord fabrics, lihat 1399 ; (b) pembuatan pakaian daripada kain elastik, lihat 14101; (c) pembuatan kasut getah, lihat 15203; (d) pembuatan gam dan pelekat berasaskan getah, lihat 20299; (e) pembuatan jalur “camelback”, lihat 22112; (f) pembuatan rakit dan bot boleh kembung, lihat 3011, 3012; (g) pembuatan tilam daripada getah selular tanpa sarung, lihat 31003; (h) pembuatan keperluan sukan daripada getah, kecuali pakaian, lihat 3230; (i) pembuatan permainan dan mainan kanak-kanak (cth. kolam air kanak-kanak, bot kanak-kanak boleh kembung daripada getah, haiwan dan bola boleh kembung daripada getah dan yang seumpamanya), lihat 3240; (j) kitar semula getah, lihat 38303",
4,C,22,222,2220,-,Manufacture of plastics products,"(a) manufacture of plastic luggage, see 1512 ; (b) manufacture of plastic footwear, see 15202 ; (c) manufacture of plastic in primary forms, see 20131            ; (d) manufacture of articles of synthetic or natural rubber, see group 221; (e) manufacture of plastic furniture, see 3100 ; (f) manufacture of mattresses of uncovered cellular plastic, see 31003; (g) manufacture of plastic sports requisites, see 3230; (h) manufacture of plastic games and toys, see 3240; (i) manufacture of plastic medical and dental appliances, see 3250; (j) manufacture of plastic ophthalmic goods, see 3250; (k) manufacture of plastic hard hats and other personal safety  equipment of plastic, see 32909",,Pembuatan produk plastik,"(a) pembuatan bagasi plastik, lihat 1512 ; (b) pembuatan kasut plastik, lihat 15202 ; (c) pembuatan plastik dalam bentuk utama, lihat 20131; (d) pembuatan barang daripada getah sintetik atau asli, lihat kumpulan 221; (e) pembuatan perabot plastik, lihat 3100; (f) pembuatan tilam plastik selular tanpa sarung, lihat 31003; (g) pembuatan keperluan sukan daripada plastik, lihat 3230; (h) pembuatan permainan dan mainan kanak-kanak daripada plastik, lihat 3240; (i) pembuatan perkakasan perubatan dan pergigian daripada plastik, lihat 3250; (j) pembuatan barangan oftalmik plastik, lihat 3250 ; (k) pembuatan topi keras dan peralatan keselamatan lain daripada plastik, lihat 32909",
4,C,23,231,2310,-,Manufacture of glass and glass products,"(a) manufacture of woven fabrics of glass yarn, see 1312; (b) manufacture of optical elements optically worked, see 26701; (c) manufacture of fibre optic cable for data transmission or live transmission of images, see 2731; (d) manufacture of glass toys, see 3240; (e) manufacture of syringes and other medical laboratory equipment, see 3250",,Pembuatan kaca dan produk kaca,"(a) pembuatan kain tenunan dari benang kaca, lihat 1312 ; (b) pembuatan optical elements optically worked, lihat 26701 ; (c) pembuatan kabel gentian optikal untuk penghantaran data atau penghantaran imej secara langsung, lihat 2731; (d) pembuatan mainan dari kaca, lihat 3240; (e) pembuatan picagari dan peralatan makmal perubatan lain, lihat 3250",
4,C,23,239,2391,-,Manufacture of refractory products,,,Pembuatan produk refraktori,,
4,C,23,239,2392,-,Manufacture of clay building materials,"(a) manufacture of artificial stone (e.g. cultured marble), see 22209; (b) manufacture of refractory ceramic goods, see 23912",,Pembuatan bahan binaan dari tanah liat,"(a) pembuatan batu buatan (cth. marmar berukir), lihat 22209; (b) pembuatan barangan seramik refraktori, lihat 23912",
4,C,23,239,2393,-,Manufacture of other porcelain and ceramic products,(a) manufacture of artificial stone (eg culture marble) see 22209; (b) manufacture of refactory ceramic goods see 23912; (c) manufacture of ceramin building materials see 2392; (d) manufacture of ceramic sanitary fixtures see 23929; (e) manufacture of permenant metallic see 25999; (f) manufacture of imitation jewellery see 3212; (g) manufacture of ceramic toys see 3240; (h) manufacture of artificial teeth see 3250,,Pembuatan produk porselin dan seramik lain,"(a) pembuatan batu buatan (cth. marmar berukir), lihat 22209; (b) pembuatan barangan seramik refraktori, lihat 23912; (c) pembuatan bahan binaan seramik, lihat 2392; (d) pembuatan lekapan seramik sanitary, lihat 23929; (e) pembuatan magnet berlogam kekal, lihat 25999; (f) pembuatan barang kemas tiruan, lihat 3212; (g) pembuatan alat permainan seramik, lihat 3240; (h) pembuatan gigi palsu, lihat 3250",
4,C,23,239,2394,-,"Manufacture of cement, lime and plaster","(a) manufacture of refractory mortars, concrete, etc., see 23911; (b) manufacture of articles of cement, see 23952; (c) manufacture of articles of plaster, see 23952; (d) manufacture of ready-mixed and dry-mix concrete and mortars, see 23951; (e) manufacture of cements used in dentistry, see 3250",,"Pembuatan simen, kapur dan plaster","(a) pembuatan mortar refraktori, konkrit, dll., lihat 23911; (b) pembuatan artikel dari simen, lihat 23952; (c) pembuatan artikel dari plaster, lihat 23952; (d) pembuatan konkrit dan mortar siap bancuh dan bancuhan kering, lihat 23951 (e) pembuatan simen yang digunakan untuk pergigian, lihat 3250",
4,C,23,239,2395,-,"Manufacture of articles of concrete, cement and plaster","manufacture of refractory cements and mortars, see 23911",,"Pembuatan artikel konkrit, simen dan plaster","pembuatan simen dan mortar refraktori, lihat 23911",
4,C,23,239,2396,-,"Cutting, shaping and finishing of stone","(a) production of rough cut stone, ie quarrying activities see 08101; (b) production of millstones abrasive stones and similar products see 2399 ; (c) activities of sculptors, see 90003","(a) cutting,shaping and finishing of stone for use in construction in cemeteries on roads as roofing; (b) manufacture of stone furniture; (c) manufacture of statues other than artistic originals","Pemotongan, pembentukan dan penyiapan batu","(a) pengeluaran batu kasar yang dipotong, seperti aktiviti pengkuarian, lihat 08101; (b) pengeluaran batu kisar, batu pelelas dan produk serupa, lihat 2399; (c) aktiviti mengarca (memahat, mengukir arca), lihat 90003","(a) pemotongan, pembentukan dan penyiapan batu yang diguna dalam pembinaan, perkuburan, pada jalan, seperti bumbung, dll.; (b) pembuatan perabot batu; (c) pembuatan patung, selain artistik asli"
4,C,23,239,2399,-,Manufacture of other non-metallic mineral products n.e.c.,(a) manufacture of glass wool and non-woven glass wool products see 23109; (b) manufacture of carbon or graphic gaskets see 28199,"(a) manufacture of millstones, sharpening or polishing stone and natural orartificial products,including abrasive products on a soft base (e.g. sandpaper); (b) manufacture of friction material and unmounted articles thereof with a base of mineral substances or of cellulose; (c) manufacture of mineral insulating materials (e.g. slag wool,rock wool,and similar minerals wools; exfoliated vermiculite, expanded clays and similar heat-insulating, sound-insulating or sound-absorbing materials); (d) manufacture of articles of diverse minerals substances [e.g. worked mica and articles of mica, of peat, of graphite (other than electrical articles), etc.]; (e) manufacture of articles of asphalt or similar materials (e.g. asphalt-based adhesives, coal tar pitch, etc.) ; (f) manufacture of carbon and graphic fibres and products (except electrodes and electrical applications)",Pembuatan produk mineral bukan logam lain t.t.t.l.,"(a) pembuatan bulu kaca dan produk bulu kaca tidak bertenun, lihat 23109; (b) pembuatan gasket dari karbon atau grafit, lihat 28199","(a) pembuatan batu kisar, menajam atau menggilap batu dan produk semula jadi atau tiruan, termasuk produk pelelas pada permukaan yang lembut (cth. kertas pasir); (b) pembuatan bahan geseran dan artikel tidak berbingkai yang berasaskan bahan galian atau selulosa; (c) pembuatan bahan penebat galian [cth. bulu sanga (slag wool), bulu batu (rock wool) dan bulu galian (mineral wool) yang seumpamanya; exfoliated vermiculite, pengembangan tanah liat dan penebat haba yang serupa, penebat bunyi atau bahan penyerap bunyi]; (d) pembuatan artikel pelbagai galian [cth. mika dan artikel dari mika, gambut, grafit (selain artikel elektrik), dll.]; (e) pembuatan artikel asfalt atau bahan serupa (cth. pelekat berasaskan asfalt, tar arang batu, dll.); (f) pembuatan gentian dan produk dari karbon dan grafik (kecuali elektrod dan aplikasi elektrik)"
4,C,24,241,2410,-,Manufacture of basic iron and steel,"(a) manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron, see 24311; (b) manufacture of seamless tubes and pipes of steel by centrifugal casting, see 2431; (c) manufacture of tube or pipe fittings of cast-steel, see 2431",,Pembuatan besi asas dan keluli,"(a) pembuatan tiub, paip dan hollow profiles dan kelengkapan tiub atau paip termasuk: daripada besi tuangan, lihat 24311; (b) pembuatan tiub tidak berkelim dan penuangan emparan paip keluli, lihat 2431; (c) pembuatan tiub atau kelengkapan paip keluli tuangan, lihat 2431",
4,C,24,242,2420,-,Manufacture of basic precious and other non-ferrous metals,"casting of non-ferrous metals, see 2432 and manufacture of precious metal jewellery, see 3211",,Pembuatan logam asas berharga dan logam bukan ferus lain,"penuangan logam bukan ferus, lihat 2432 dan pembuatan barang kemas dari logam berharga, lihat 3211",
4,C,24,243,2431,-,Casting of iron and steel,"manufacture of finished cast products (e.g. boilers and radiators), see 2512 and cast household items, see 2599","manufacture of seamless tubes and pipes of steel by centrifugal casting, manufacture of tube or pipe fittings of cast-steel",Pengacuan besi dan and keluli,"pembuatan produk acuan siap (cth: dandang dan radiator), lihat 2512 dan barangan acuan isirumah, lihat 2599","pembuatan tiub tidak berkelium dan paip keluli menggunakan kaedah pengacuan emparan, pembuatan tiub atau paip lengkapan acuan keluli"
4,C,24,243,2432,-,Casting of non-ferrous metals,,,Pengacuan logam bukan ferus,,
4,C,25,251,2511,-,Manufacture of structural metal products,"(a) manufacture of parts for marine or power boilers, see 25130; (b) manufacture of assembled railway track fixtures, see 25999; (c) manufacture of sections of ships, see 3011",,Pembuatan produk struktur logam,"(a) pembuatan alat ganti untuk dandang marin atau dandang kuasa, lihat 25130; (b) pembuatan pemasangan kelengkapan landasan kereta api, lihat 25999; (c) pembuatan bahagian-bahagian kapal, lihat 3011",
